Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
0fa8ea77-b185-4fff-9194-e8a5ad7eb434,655071,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17,15,No,No,Modified
ef9dee6a-62fe-4dee-be9e-7c262cc11dc7,655068,Landing Page Submission,Google,No,No,0,3,262,3,Email Opened,India,Hospitality Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Other Metro Cities,02.Medium,02.Medium,14,13,No,No,Email Opened
66dbe8b8-ffc9-4eb1-9d49-79c8dc6eb8f8,655065,Landing Page Submission,Google,No,No,0,5,486,5,Email Opened,India,Finance Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13,18,No,No,Email Opened
0f7f4062-a574-4390-8ee1-790bba34003e,655061,API,Google,No,No,1,4,913,1.33,Email Opened,United States,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14,16,No,No,Modified
056c2f8e-2b3d-45d1-9c50-ec57d1f2c225,655036,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17,15,No,No,Modified
79d74b12-ed61-42db-82e3-27495b77e984,655025,API,Olark Chat,No,No,1,0,0,0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15,15,No,No,Modified
9dd206e6-411d-4bc6-a949-5b50181e9976,655024,Landing Page Submission,Organic Search,No,No,0,4,92,2,Email Link Clicked,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14,18,No,Yes,Email Link Clicked
fb108317-9419-4757-9d33-7564b4cb60ba,655021,API,Google,No,No,0,7,333,7,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14,15,No,No,Email Opened
00e62cbc-572b-4d23-bac8-785d27af9111,655011,API,Referral Sites,No,No,0,11,101,5.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,15,13,No,No,Modified
14190324-cbde-4fa9-86e6-b78f5c9cbf9b,655005,Landing Page Submission,Direct Traffic,No,No,0,2,1429,2,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,13,18,No,Yes,Email Opened
5c2cedc4-9e82-476a-88ca-c0c2b7a7964f,654971,Landing Page Submission,Organic Search,No,No,0,11,127,3.67,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Cities,02.Medium,02.Medium,13,16,No,Yes,Email Opened
6fcb3881-c986-4490-8f05-4526dbb868cb,654968,Landing Page Submission,Google,No,No,0,5,362,5,Unreachable,India,Business Administration,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,03.Low,01.High,12,18,No,No,Modified
66e19c86-7070-49e1-acd3-0d2df1be3643,654955,Landing Page Submission,Google,No,No,0,3,1132,3,Unreachable,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Thane & Outskirts,02.Medium,01.High,13,17,No,No,Modified
d5073d50-2944-405e-872f-99023f4a0177,654947,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17,15,No,No,Modified
4f302af5-698e-4a87-9c8c-5d2d2cf3d943,654934,Landing Page Submission,Google,No,No,0,2,125,2,Olark Chat Conversation,India,Operations Management,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Modified
a1e2f86e-b265-47ca-a82b-acd45d61066f,654918,Landing Page Submission,Direct Traffic,No,No,1,2,1012,2,Form Submitted on Website,India,Finance Management,,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,Mumbai,02.Medium,01.High,13,18,No,Yes,Modified
3ae07743-278b-42bf-a07c-65b53a57a493,654914,Landing Page Submission,Direct Traffic,No,No,0,5,357,5,Email Opened,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,,No,No,Select,Mumbai,02.Medium,01.High,15,18,No,Yes,Email Opened
2a1d9a3d-7bed-48ea-9b07-2099dac62943,654909,API,Olark Chat,No,No,1,0,0,0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15,15,No,No,Modified
faae7fe3-00b2-4124-b47a-6c1b17e99f76,654908,API,Organic Search,No,No,0,3,232,3,Unreachable,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Select,Select,03.Low,02.Medium,12,15,No,No,Modified
7d95c5a0-8f74-4cc4-8bcd-9d2519c561fd,654894,Landing Page Submission,Organic Search,No,No,1,3,829,3,Email Opened,India,Media and Advertising,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,14,17,No,Yes,Email Opened
248b41d6-cf6c-49aa-8983-a110f8033b08,654886,API,Google,No,No,0,8,717,2.67,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Low in Relevance,No,No,Select,Select,03.Low,02.Medium,10,15,No,No,Email Opened
b229fdc2-6869-4fc0-b5aa-5944455d64b9,654869,Landing Page Submission,Google,No,No,1,3,1208,3,Olark Chat Conversation,India,Select,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15,18,No,No,Modified
6578585b-fd38-4f36-8bfb-35e531848e63,654842,Landing Page Submission,Direct Traffic,No,No,0,3,1577,1.5,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities of Maharashtra,02.Medium,01.High,13,17,No,Yes,Email Opened
9aec0955-3732-44d2-9f89-e63ecf831a2c,654831,Landing Page Submission,Google,No,No,0,7,185,7,SMS Sent,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Modified
9de2a54a-09c5-478d-ae3c-ed0683cfaab4,654822,Landing Page Submission,Google,No,No,0,2,127,1,Converted to Lead,India,Marketing Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,02.Medium,01.High,14,17,No,No,Modified
bfb2f958-5683-4061-8474-42ed87bf5a44,654809,Landing Page Submission,Organic Search,No,No,0,6,283,6,Email Opened,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities of Maharashtra,02.Medium,01.High,14,17,No,Yes,Email Opened
eb3eb57f-5f3c-42ed-a605-d3b0129f8a48,654786,Landing Page Submission,Organic Search,No,No,0,6,361,3,Email Opened,India,Rural and Agribusiness,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,14,13,No,Yes,Email Opened
c2c45e2c-6266-47b3-9a06-693964179898,654724,API,Google,No,No,0,2,394,2,Email Link Clicked,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,03.Low,02.Medium,11,15,No,No,Email Link Clicked
7d93ae99-5c9c-4b1c-8355-023287de1991,654712,Landing Page Submission,Google,Yes,No,0,4,347,4,Email Bounced,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities,03.Low,02.Medium,12,13,No,No,Modified
8f12e9b9-1056-4815-817c-6bc802f0d356,654703,API,Organic Search,No,No,0,7,133,3.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Might be,No,No,Select,Select,02.Medium,02.Medium,13,15,No,No,Email Opened
715d0d1a-a2df-40da-83f6-790f33c5c762,654659,API,Organic Search,No,No,0,2,151,2,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,Other Leads,Select,02.Medium,02.Medium,13,14,No,No,Modified
a1859e22-5e1b-43f2-804e-34ff5353e9a0,654613,Landing Page Submission,Direct Traffic,No,No,0,3,308,1.5,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,High in Relevance,No,No,Potential Lead,Thane & Outskirts,03.Low,01.High,10,19,No,No,Modified
cc7e4d5a-dab8-41f0-8adc-299993853406,654594,Landing Page Submission,Direct Traffic,No,No,1,7,1172,3.5,Email Opened,India,Finance Management,,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,Mumbai,02.Medium,01.High,13,18,No,Yes,Email Opened
a96b336f-e92a-4526-bb4d-1cc570fcd694,654579,Landing Page Submission,Direct Traffic,No,No,0,2,178,2,Email Opened,India,E-COMMERCE,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,13,13,No,Yes,Email Opened
67c9ecd9-0429-4b90-8d42-53d27e217ac7,654576,API,Google,No,No,1,3,1712,3,Form Submitted on Website,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14,17,No,No,Modified
8677c3b6-f974-42f9-a4dd-a62fae8718ae,654574,Landing Page Submission,Organic Search,No,No,0,7,585,7,SMS Sent,India,Travel and Tourism,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,13,16,No,Yes,Modified
e398a850-325c-4034-bfda-9b900786164b,654572,API,Google,No,No,0,1,41,1,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,01.High,02.Medium,16,15,No,No,Modified
bcb6fb76-c704-45f7-88c0-638093a65089,654567,Landing Page Submission,Referral Sites,No,No,1,5,1342,5,Email Opened,India,Marketing Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,,No,No,Select,Other Metro Cities,02.Medium,02.Medium,13,15,No,Yes,Email Opened
0c2b836b-305e-418d-9a59-d0747c4e5184,654528,API,Olark Chat,No,No,0,0,0,0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16,15,No,No,Modified
000104b9-23e4-4ddc-8caa-8629fe8ad7f4,654525,API,Organic Search,No,No,1,9,1125,9,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,15,15,No,No,Email Opened
c6b11191-4aec-482d-80c9-b7e656d3faa0,654519,Landing Page Submission,Organic Search,No,No,1,13,373,6.5,Email Opened,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Metro Cities,01.High,02.Medium,17,13,No,Yes,Email Opened
a5e28e6f-228c-4baa-9bfe-4d201a786bb9,654499,API,Organic Search,No,No,0,3,316,3,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13,15,No,No,Email Opened
48e3c83d-04cc-4ee9-b10c-31e4791b9496,654492,API,Organic Search,No,No,1,6,1779,6,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,02.Medium,15,16,No,Yes,Email Opened
de3ebfcd-c4ef-4e8c-adfd-2b1426a7181a,654491,API,Olark Chat,No,No,0,0,0,0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16,15,No,No,Modified
28fe7ace-e9dc-4f67-9711-384a0b74da79,654482,API,Organic Search,No,No,0,1,1295,1,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16,15,No,No,Modified
f9342a22-20fb-4f2e-80f6-084ea6fc8d41,654479,Landing Page Submission,Google,No,No,0,4,1158,4,Email Opened,India,Marketing Management,Other,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13,18,No,No,Email Opened
"b4066145-fe5f-4816-b640-797f3fc852f3,654471,API,Olark Chat,No,No,1,5,1387,1.67,Email Opened,India,""Banking, Investment And Insurance"",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,14,17,No,Yes,Email Opened"
7c519ed2-5d80-4d7b-a095-52f5b09af6fc,654469,API,Referral Sites,No,No,0,3,1641,3,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14,13,No,No,Modified
a8b04967-c32e-4ff3-91dc-91a9abc6df29,654456,API,Google,No,No,0,2,226,2,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13,15,No,No,Modified
2cc428d1-6991-4609-818e-257c3c6fefb5,654453,Landing Page Submission,Google,No,No,1,1,598,1,Converted to Lead,India,Operations Management,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Other Leads,Thane & Outskirts,02.Medium,01.High,15,17,No,No,Modified
6dbcc61e-3d8f-46b8-8c07-71f6b433eee4,654441,API,Google,No,No,1,3,1292,3,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,02.Medium,02.Medium,14,15,No,No,Modified
56003d67-9085-45fc-9e77-9906e6840e80,654434,Landing Page Submission,Google,No,No,1,9,888,9,Email Opened,India,Finance Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15,18,No,Yes,Email Opened
f914fac6-2cb5-466b-b995-274fe75747ac,654429,Landing Page Submission,Google,No,No,0,3,242,3,Email Opened,India,Business Administration,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened
3ccf7bff-d401-4e16-9240-5f800d880092,654415,Landing Page Submission,Google,No,No,0,4,332,4,Email Opened,India,IT Projects Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,02.Medium,14,15,No,No,Email Opened
f79af288-f2ee-41d0-b394-4a88595067f1,654395,Landing Page Submission,Direct Traffic,No,No,1,3,1350,1.5,Email Opened,India,Finance Management,,,,No,No,No,No,No,No,No,No,Lost to EINS,,No,No,,Mumbai,03.Low,01.High,12,18,No,Yes,Email Opened
3efc5a9e-98ce-4743-9108-5336269a08bb,654393,Landing Page Submission,Google,No,No,0,6,192,6,SMS Sent,India,IT Projects Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,14,15,No,No,Modified
6aed9d66-e7e2-4fc1-bf2b-2842205dab32,654352,Landing Page Submission,Google,No,No,0,5,409,5,Email Opened,India,IT Projects Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,14,15,No,No,Email Opened
5189abf3-bd34-4885-a01e-9a1690a080d5,654342,API,Organic Search,No,No,0,1,37,1,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Select,Select,02.Medium,02.Medium,14,15,No,No,Modified
"80d51025-850f-4de1-a382-c3a70b3b406c,654326,API,Olark Chat,No,No,1,7,628,3.5,Email Opened,India,""Banking, Investment And Insurance"",Online Search,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened"
51edf783-a7d4-454a-821a-631a9017a278,654319,Landing Page Submission,Direct Traffic,Yes,No,0,1,68,1,Email Bounced,India,Finance Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,15,18,No,Yes,Modified
33265b8a-8e00-44fb-b7e4-774c05bc12e7,654317,Landing Page Submission,Google,No,No,0,7,385,7,Email Opened,India,IT Projects Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,02.Medium,02.Medium,14,14,No,No,Email Opened
c1c41168-1f8e-4ce5-9f7d-1a80e65e31f6,654316,API,Olark Chat,No,No,0,0,0,0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,15,16,No,No,Modified
74af60a7-2488-4ab8-871c-1b4e62b3fdb3,654314,API,Organic Search,No,No,1,5,1291,5,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,Select,Select,02.Medium,02.Medium,15,15,No,No,Modified
224db710-8508-4f14-abff-550ceeeb23c3,654291,Landing Page Submission,Google,No,No,0,3,239,3,Email Opened,India,Marketing Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened
57dc2c71-89db-4541-8890-d227dc717745,654283,API,Organic Search,No,No,0,3,726,3,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,13,15,No,No,Modified
eda6996c-7d0b-46ce-ad60-f2ee9c85c148,654278,API,Organic Search,No,No,0,13,99,13,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,Select,Select,01.High,02.Medium,18,15,No,No,Modified
803f9e6f-b336-45f8-ba9b-6566e455af24,654275,Landing Page Submission,Google,No,No,1,6,1092,3,Page Visited on Website,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Mumbai,02.Medium,01.High,15,18,No,No,Page Visited on Website
ae76e2ab-f3c1-4f9a-9bc7-ed70f695ee6a,654254,Landing Page Submission,Organic Search,No,No,0,2,414,2,Converted to Lead,India,Travel and Tourism,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,13,14,No,Yes,Modified
340717e1-5204-4b49-a568-9140eace0f4c,654246,API,Google,No,No,1,3,1152,3,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14,16,No,No,Email Opened
458b9ce3-898b-4d5d-852f-ae7a59abcea0,654224,API,Google,No,No,0,2,156,2,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Select,02.Medium,02.Medium,14,15,No,No,Modified
2d58fd94-2aae-47aa-a3ca-5805266503cd,654218,Landing Page Submission,Google,No,No,0,7,305,2.33,Email Opened,India,Marketing Management,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened
6be73ad7-525d-11e6-96be-22000aa8e760,654173,Lead Import,Facebook,No,No,1,,844,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,02.Medium,14,15,No,No,Modified
6be73ca2-525d-11e6-96be-22000aa8e760,654174,Lead Import,Facebook,No,No,0,0,0,0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Other Leads,Other Cities,02.Medium,03.Low,13,12,No,No,Email Opened
6be73d7d-525d-11e6-96be-22000aa8e760,654175,Lead Import,Facebook,No,No,0,,11,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,02.Medium,13,15,No,No,Modified
6be73ddb-525d-11e6-96be-22000aa8e760,654176,Lead Import,Facebook,No,No,0,0,0,0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,14,14,No,No,Email Opened
6be73e31-525d-11e6-96be-22000aa8e760,654177,Lead Import,Facebook,No,No,0,,131,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,02.Medium,02.Medium,13,15,No,No,Modified
6be73e7b-525d-11e6-96be-22000aa8e760,654178,Lead Import,Facebook,No,No,0,,129,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,13,14,No,No,Modified
6be73ed9-525d-11e6-96be-22000aa8e760,654179,Lead Import,Facebook,No,No,0,,19,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Other Cities of Maharashtra,02.Medium,02.Medium,13,14,No,No,Modified
6be73f79-525d-11e6-96be-22000aa8e760,654181,Lead Import,Facebook,No,No,0,,1517,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Metro Cities,02.Medium,02.Medium,13,13,No,No,Modified
6be73fc3-525d-11e6-96be-22000aa8e760,654182,Lead Import,Facebook,No,No,0,,32,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,number not provided,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,13,15,No,No,Modified
6be7400b-525d-11e6-96be-22000aa8e760,654183,Lead Import,Facebook,No,No,0,0,0,0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,14,15,No,No,Email Opened
6be74056-525d-11e6-96be-22000aa8e760,654184,Lead Import,Facebook,No,No,0,0,0,0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Not Sure,No,No,Select,Other Metro Cities,02.Medium,02.Medium,14,13,No,No,Modified
6be740b1-525d-11e6-96be-22000aa8e760,654185,Lead Import,Facebook,No,No,1,,1608,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,14,15,No,No,Modified
6be740fd-525d-11e6-96be-22000aa8e760,654186,Lead Import,Facebook,No,No,0,,103,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,02.Medium,13,15,No,No,Modified
6be74143-525d-11e6-96be-22000aa8e760,654187,Lead Import,Facebook,No,No,1,,1012,,,,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,02.Medium,14,13,No,No,Modified
6be7418c-525d-11e6-96be-22000aa8e760,654188,Lead Import,Facebook,No,No,0,0,0,0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,14,15,No,No,Modified
6be741da-525d-11e6-96be-22000aa8e760,654189,Lead Import,Facebook,No,No,1,0,0,0,Email Opened,,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,02.Medium,14,16,No,No,Email Opened
6be74234-525d-11e6-96be-22000aa8e760,654190,Lead Import,Facebook,No,No,0,,345,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Cities,02.Medium,02.Medium,13,13,No,No,Modified
6be7427b-525d-11e6-96be-22000aa8e760,654191,Lead Import,Facebook,No,No,0,0,0,0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,02.Medium,13,15,No,No,Email Opened
6be74452-525d-11e6-96be-22000aa8e760,654192,Lead Import,Facebook,No,No,0,,97,,,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,02.Medium,02.Medium,13,15,No,No,Modified
06e22f01-45f1-4487-8248-73dfff94ad03,654170,Lead Add Form,Reference,No,No,1,1,288,1,Email Link Clicked,,E-Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,20,No,No,Modified
ee3ee673-2778-4072-9b14-ce549ef109f4,654167,Landing Page Submission,Organic Search,No,No,0,6,81,6,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Other Metro Cities,02.Medium,02.Medium,14,14,No,Yes,Email Opened
1e9af053-e130-473c-b0af-d8d9425c3409,654143,API,Referral Sites,No,No,0,3,12,3,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,03.Low,02.Medium,10,13,No,No,Modified
ea76c5cd-3498-4f52-93d0-8d8e212836b1,654136,Lead Add Form,Welingak Website,No,No,1,0,0,0,SMS Sent,,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,15,14,No,No,Modified
9e3481e5-6c1e-436d-921b-4bd361cbd6f0,654128,API,Google,No,No,0,3,301,3,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14,15,No,No,Email Opened
758ed6e9-5092-4638-8b73-396eca59913c,654123,API,Direct Traffic,No,No,0,5,4,1.67,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Select,Select,03.Low,02.Medium,11,15,No,No,Page Visited on Website
